;Ubs,V;Ibs,A;Isun,A;RKPT,b;Sst0x,b;Sst1x,b;Ipt0,A;Ipt1,A;Ipt2,A;Ipt3,A;Ipt4,A;Ipt5,A;Ipt6,A;Ipt7,A;Ipt10,A;Ipt11,A;Ipt12,A;Ipt13,A;Ipt14,A;Ipt15,A;Ipt16,A;Ipt17,A;Mag0F;Mag10;Mag11;Mag12;Mag13;Mag14;Mag15;Mag16;Isp1,A;Isp2,A;Isp3,A;Isp4,A;Isp5,A;Isp6,A;Isp7,A;Isp8,A;Mag07;Mag08;Mag09;Mag0A;Mag0B;Mag0C;Mag0D;Mag0E;Mag03;Mag04;Mag05;Mag06;TR1,C;TR2,C;TR3,C;TR4,C;TR5,C;TR6,C;TR7,C;TR8,C;TR9,C;TR10,C;TR11,C;TR12,C;TR13,C;TR14,C;TR15,C;TR16,C;TDS1,C;TDS2,C;TDS3,C;TDS4,C;TDS5,C;TDS6,C;TDS7,C;TDS8,C;TDS9,C;TKpt,C;TDS11,C;TDS12,C;TGbv,C;TDS14,C;TDS15,C;TNap,C;TDS17,C;TDS18,C;TPrd2,C;TDS20,C;TDS21,C;TPrd1,C;TDS23,C;TDS24,C;iTMO,s;iTMD,s;U-chCAN;SSoTR,b;STDS12,b;STDS34,b;res0;U-MAG,o;U-KPT1,o;U-KPT2,o;U-InfGBV;U-GBV,o;U-InfNAP;TmUpr,b;RKwit,b;Rmorz,b;IntK_TM;RPrd1,b;RPrm1,b;RPrd2,b;RPrm2,b;FPrd1,V;RPrd1,V;FPrd2,V;RPrd2,V;SPrm1,V;SPrm2,V;VP,d;ShKom,d;Kmnd,d;God,h;Mes,h;Den,h;Chas,h;Min,h;Sec
0:00:10;14,69;0,24;0,35;1000000;110;0;0,00;0,07;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,31;0,05;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;13;11;-2;1;7;12;6;3;41;-1;10;14;13;13;16;16;16;16;16;15;17;17;17;25;D5;D4;19;D2;D1;19;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;1,18;25;226;2050;14;5;9;0;0;10
0:01:10;14,76;0,21;0,21;1000000;110;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,23;0,03;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;14;12;-2;1;7;14;7;5;43;-1;13;14;15;11;16;16;16;16;16;15;17;17;17;24;D5;D4;19;D2;D1;19;CF;CE;19;CC;CB;18;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,93;1,02;25;226;2050;14;5;9;0;1;10
0:02:10;14,76;0,21;0,19;1000000;110;0;0,00;0,07;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,12;0,07;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;14;12;-2;1;8;14;7;5;43;-1;12;16;15;14;16;16;16;16;16;15;18;17;17;24;D5;D4;19;D2;D1;19;CF;CE;19;CC;CB;18;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,93;1,12;25;226;2050;14;5;9;0;2;10
0:03:10;14,76;0,24;0,32;1000000;110;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,20;0,12;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;14;12;-2;2;8;14;7;5;43;-1;13;16;17;13;16;16;16;16;16;15;18;18;17;24;D5;D4;19;D2;D1;19;CF;CE;19;;CB;18;C9;20;60;180;0;111;;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,91;1,09;25;226;2050;14;5;9;0;3;10
0:04:10;14,83;0,21;0,67;1000000;110;0;0,00;0,04;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,20;0,47;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;16;14;-2;1;8;15;7;5;43;-1;13;16;17;14;16;16;16;16;16;15;18;18;17;24;D5;D4;19;D2;D1;18;CF;CE;19;CC;CB;18;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,91;1,06;25;226;2050;14;5;9;0;4;10
0:05:10;14,69;0,21;0,00;1000000;110;0;0,00;0,11;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;16;14;-2;2;8;15;9;5;43;-1;15;17;17;13;16;16;16;16;16;16;18;18;17;24;D5;D4;19;D2;D1;18;CF;CE;19;CC;CB;18;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;1,14;25;226;2050;14;5;9;0;5;10
0:06:10;14,63;0,21;0,00;1000000;110;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;16;14;-2;2;10;15;9;6;43;1;15;17;17;14;16;16;16;16;16;16;18;18;17;24;D5;D4;19;D2;D1;18;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;1,17;25;226;2050;14;5;9;0;6;10
0:07:10;14,56;0,24;0,00;1000000;110;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;16;14;-2;2;11;15;9;6;41;1;17;17;18;14;16;16;16;16;16;16;18;18;17;24;D5;D4;19;D2;D1;18;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,91;0,98;25;226;2050;14;5;9;0;7;10
0:08:10;14,56;0,21;0,00;1000000;110;0;0,00;0,09;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;17;15;0;2;11;17;10;6;43;1;15;19;18;16;16;16;16;16;16;16;18;18;18;24;D5;D4;19;D2;D1;18;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;0,98;25;226;2050;14;5;9;0;8;10
0:09:10;14,69;0,24;0,85;1000000;110;0;0,00;0,07;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,11;0,76;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;17;15;0;2;11;17;10;8;41;1;17;19;18;14;16;16;16;16;16;16;18;18;18;24;D5;D4;19;D2;D1;18;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,94;0,96;25;226;2050;14;5;9;0;9;10
0:10:10;11,28;4,53;3,84;10010000;10010000;10010000;3,20;3,20;3,24;3,24;3,24;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,27;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-169;-145;-236;-199;4;-230;-178;-206;-229;-242;-257;-231;-231;101;-242;-96;-64;-122;-128;-128;-125;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;8;471;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;2,77;2,78;44450;164;125256;A9;A8;BA;A1;AB;AC
0:11:10;11,28;4,51;3,84;10010000;10010000;10010000;3,20;3,20;3,24;3,24;3,24;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;0,00;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-161;-147;-236;-199;92;-230;-178;-206;-229;-242;-257;-230;-231;105;-243;-83;-64;-122;-128;-128;16;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;4;503;401;407;401;410;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;2,77;2,78;44450;165;125256;A9;A8;BA;A2;AA;AC
0:12:10;14,83;4,53;3,84;10010000;10010000;10010000;3,20;3,20;3,24;3,24;0,00;0,00;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,27;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;20;-147;-236;-199;92;-230;-178;-206;-229;-242;-257;-228;-231;103;-243;-103;-64;-122;-128;-128;-124;-124;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;111;0;0;2;461;400;400;400;400;407;0;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;2,77;2,78;44450;165;2256;A9;A8;B9;A2;AB;AC
0:13:10;11,28;4,51;0,32;10010000;10010001;10010000;3,20;3,20;3,24;3,24;3,24;0,00;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,27;4,53;A0;93;40;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-164;-145;-236;-199;92;-230;-178;-206;-229;-242;-257;-227;20;105;-242;-103;-64;-122;16;-128;-125;18;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;CB;6;40;20;208;61;10001;10001;0;0;2;462;400;400;400;400;407;0;1010000;10011011;110000;111110;11000000;1110000;1110;0,00;0,00;0,37;2,77;2,77;2,78;44450;165;125256;A9;A8;B8;A2;AA;10
0:14:10;14,76;4,56;0,32;10010000;10010001;10010000;3,22;0,07;3,27;3,24;3,24;3,38;4,73;4,71;3,27;4,67;4,64;3,24;0,00;4,58;3,27;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-165;-147;-236;-199;92;-230;-178;-206;-229;-242;-257;-225;-231;103;-240;-116;-64;-122;-128;-128;-125;-124;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;19;40;20;208;180;10001;10001;0;0;1;430;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,00;0,10;0,00;2,77;2,77;2,78;44569;165;125656;A9;A8;B8;A2;AB;AD
0:15:10;11,28;4,51;3,87;10010001;10010001;10010000;3,22;0,07;0,07;3,24;3,24;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,27;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-167;-147;-236;-199;92;-230;-178;-206;-229;-242;-257;-223;-231;103;-243;-116;-64;-122;-128;-128;-125;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;0;430;400;400;400;400;770;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;2,78;2,80;44706;226;125656;A9;A9;B8;A2;AA;AD
0:16:10;11,28;4,59;3,87;10010001;10010001;10010000;3,22;3,20;3,27;3,24;3,24;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,27;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;0,07;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-77;-145;-236;-199;92;-230;-178;-206;-229;-242;-257;-222;-231;103;-243;-125;-64;-122;-128;-128;-125;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;1;404;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;2,77;2,80;44706;165;125656;AA;A9;B7;A2;AB;AC
0:17:10;11,28;4,51;3,87;10010001;10010001;10010001;3,22;3,20;3,27;3,27;3,24;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,27;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-164;-145;-236;-199;92;-230;-178;-206;-229;-242;-257;-220;-231;103;-245;-126;-64;-122;-128;-128;-126;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;1;405;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;2,77;2,80;44707;165;125657;AA;A9;B7;A3;AA;AD
0:18:10;11,28;4,59;3,87;10010001;10010001;0;3,22;3,20;3,27;3,27;3,24;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,27;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;0,00;2,56;0,00;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-167;-145;-236;-199;92;-230;-178;-206;-229;-242;-257;-219;-231;105;-243;-109;-64;-122;-128;-128;-124;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;20;406;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;0,90;2,80;44963;166;125657;AA;A9;B6;A3;AB;AD
0:19:10;11,28;4,53;3,87;10010001;10010001;10010001;3,22;3,20;3,27;0,00;3,24;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,27;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-170;-147;-236;-199;92;-230;18;-206;-229;-242;-257;-217;-231;105;-242;-115;-64;-122;-128;-128;-125;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;180;10001;10001;0;0;17;405;400;400;400;400;407;0;1010000;10011011;110000;111110;11000000;1110000;110;0,08;0,10;0,37;2,77;2,77;2,80;44707;226;2257;AA;A9;B6;A3;AB;AD
0:20:11;11,28;4,59;3,87;10010001;10010001;10010001;3,22;3,20;3,27;0,00;3,24;0,00;4,73;4,71;3,27;4,67;4,64;3,24;0,00;0,00;3,29;4,53;A0;86;C9;94;3C;B4;11;7;0,00;0,00;3,19;1,99;1,24;1,67;0,00;0,00;F8;0;90;0;45;3;C0;7;6;0;0;0;-257;20;-145;-236;-199;92;-230;-178;-206;-229;-242;-257;-206;-229;105;-242;-95;-64;17;-128;-128;-125;19;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;C9;20;208;61;10001;10001;0;0;3A;410;400;400;400;400;407;111010;1010000;10011011;110000;11;10010;1110000;1110;0,08;0,10;0,37;2,77;2,78;0,99;44963;166;125657;AA;A9;B6;A3;AC;AD
0:21:11;14,69;4,53;3,87;10010001;10010001;0;3,22;3,20;3,27;0,00;3,24;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,29;4,53;A0;93;40;94;3C;3D;0;7;0,00;0,00;0,00;1,99;1,24;1,67;2,56;0,64;F8;0;50;0;45;3;C0;7;6;0;0;0;;20;-145;-236;-199;92;-230;-178;-206;-229;-242;-257;18;-229;18;-243;-106;-64;17;-128;-128;-124;19;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;111;0;0;EF;625;400;400;400;400;407;111010;1010000;10011011;110000;111110;10010;111;1110;0,08;0,10;0,37;2,77;2,77;2,82;44963;166;126257;AB;A9;B5;A3;AB;AD
0:22:11;14,69;0,21;3,87;1000000;110;10010001;3,22;3,22;0,07;3,27;0,00;3,38;0,00;4,71;3,27;4,67;4,64;3,24;4,60;4,58;0,00;0,00;CB;86;40;94;3C;3D;0;7;0,00;0,00;3,19;1,99;1,24;1,67;0,00;0,64;F8;0;90;0;45;3;12;70;6;0;0;0;-257;-167;20;-236;-199;92;-230;20;-206;11;-242;6;18;22;101;-242;-128;-64;17;-128;-128;-124;-125;-128;19;-128;0;0;-128;D2;D1;-128;0;CE;-128;0;CB;6;40;52;208;180;10001;111;0;0;0;400;400;575;400;400;407;111010;10010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;2,77;2,82;44963;166;126257;AB;5;B5;0;AC;AD
0:23:11;11,35;4,56;3,87;10010001;10010001;10010001;0,00;3,22;0,07;3,27;3,27;3,38;0,00;4,71;3,27;4,67;4,64;3,24;0,00;4,58;3,29;4,53;CB;93;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;50;0;45;3;12;7;6;0;6;17;-257;22;20;18;-199;92;-230;-178;13;11;-242;-257;-201;-231;101;-243;-128;-64;-122;-128;-128;17;19;-128;-128;-128;0;0;19;0;0;18;CF;CE;20;CC;CB;19;C9;20;160;180;0;111;0;0;0;400;535;575;400;460;770;0;10010000;110111;1000101;1111101;10000001;111;110;0,00;0,00;0,00;0,00;0,93;1,01;72;76;2050;56;5;9;0;59;10
0:24:11;11,35;4,61;3,87;10010001;10010001;10010001;3,22;3,22;0,07;3,27;3,27;3,38;4,73;4,71;3,27;4,67;4,64;0,00;4,60;4,58;3,29;4,53;CB;93;C9;94;3C;3D;0;7;0,00;0,00;3,19;1,99;0,00;1,67;2,56;0,64;7;0;90;0;45;3;12;70;6;0;0;0;-257;-167;-147;-236;-199;92;-230;-178;-206;-229;32;-257;-199;22;100;-242;-128;-64;-122;-128;-128;-124;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;0;400;400;400;400;400;770;0;1010000;10011011;1000101;111110;11000000;1110000;110;0,00;0,10;0,37;2,77;2,78;2,82;164;226;126050;AB;AA;B5;0;24;AE
0:25:11;14,76;4,56;3,87;10010001;10010001;10010001;3,22;3,22;3,27;3,27;3,27;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,29;4,53;CB;93;40;94;D0;B4;0;11;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-169;-149;-236;-199;92;-230;-178;-206;-229;32;-257;-198;-229;100;-243;-128;-64;-122;-128;-128;-125;-125;-128;-128;-128;0;0;19;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;0;400;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,00;0,37;2,77;2,77;2,82;45220;167;126260;AC;AA;B4;A4;AD;AE
0:26:11;;;1,01;;110;0;0,00;0,07;0,09;3,27;0,00;0,00;4,71;0,00;0,00;0,00;0,00;4,60;0,00;0,91;0,00;0,00;A0;86;40;79;D0;0;11;11;0,00;0,00;0,57;0,00;0,00;0,27;0,01;0,27;7;3A;50;9B;30;3E;C0;70;0;5;6;17;21;22;20;20;3;-222;-118;20;13;12;-257;-133;18;22;20;19;17;17;-128;17;17;17;19;-128;-128;-128;0;0;-128;0;0;-128;0;0;20;CC;CB;19;C9;32;60;180;0;0;0;0;EF;400;400;400;400;460;770;0;10010000;1100001;1111101;10000001;11100001;111;110;0,00;0,74;1,46;0,00;1,54;0,98;18510;226;60050;14;69;4A;59;26;11
0:27:11;14,83;0,24;0,56;1000000;;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;A0;86;40;B4;;;11;;;;;0,03;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;100;;;;;;;;;;D5;;;;;;CF;CE;;;CB;;;20;;;;;;;0;;;;700;460;;0;10010000;0;1000101;11;10010;;110;0,00;0,00;0,00;0,00;0,90;;;226;2050;14;5;9;56;27;11
0:28:11;14,76;4,61;0,16;10010001;10010001;10010001;0,00;3,22;3,29;3,27;3,27;3,38;0,00;4,71;3,27;0,00;4,64;3,24;0,00;0,00;3,29;0,00;A0;94;C9;94;3C;3D;0;11;0,00;0,00;3,19;0,00;1,24;1,67;0,00;0,00;7;3A;50;9B;30;3;12;7;0E;5;6;17;-257;-165;-147;-236;-199;7;15;20;14;12;28;-257;-193;22;20;21;17;17;17;17;17;17;20;19;19;24;0;D4;19;D2;D1;18;CF;CE;20;CC;CB;20;C9;20;60;180;0;111;0;0;EF;625;535;575;700;460;770;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,91;0,98;25;226;2050;14;5;9;0;28;11
0:29:11;11,35;4,56;3,87;10010001;10010001;10010001;3,22;3,22;3,29;3,27;3,27;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,29;4,53;CB;94;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-167;-148;-236;-199;92;-230;-178;-206;-229;-242;-257;-191;-229;103;-242;-122;-64;-122;-128;-128;-125;-124;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;0E;400;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,00;0,37;2,78;2,78;2,82;45221;167;2260;AC;AB;B2;A5;AD;11
0:30:11;11,35;4,59;3,87;10010001;10010001;10010001;3,22;3,22;3,29;3,27;3,27;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,29;4,53;CB;94;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-167;-147;-236;-199;92;-230;-178;-206;-229;-242;-257;-180;-229;103;-242;-121;-64;-122;-128;-128;-124;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;0D;402;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;2,78;2,83;45221;168;126660;AC;AB;B3;A5;AD;AE
0:31:11;11,41;4,56;3,87;10010001;10010001;10010001;3,22;3,22;3,29;3,29;3,27;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,29;4,53;CB;94;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,00;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-169;-148;-236;-199;92;-230;-178;-206;-229;-242;-257;-179;-229;103;-243;-120;-64;-122;-128;-128;-125;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;5;413;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,77;2,78;2,83;45221;168;126660;AC;AB;B2;A5;AD;AE
0:32:11;11,41;4,59;3,87;10010001;10010010;10010001;3,22;3,22;3,29;3,29;3,27;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,29;4,53;CB;94;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-165;-147;-236;-199;92;-230;-178;-206;-229;-242;-257;-177;-229;105;-243;-123;-64;-122;-128;-128;-124;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;1;412;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,78;2,78;2,83;45221;168;126660;AC;AB;B3;A5;AD;AE
0:33:11;11,41;4,56;3,89;10010010;10010010;10010001;3,22;3,22;3,29;3,29;3,27;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,29;4,53;CB;94;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-165;-149;-236;-199;92;-230;-178;-206;-229;-242;-257;-175;-229;101;-242;-128;-64;-122;-128;-128;-124;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;0;400;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,78;2,78;2,83;45221;168;126660;AC;AB;B2;A5;AE;AE
0:34:11;11,41;4,59;3,89;10010010;10010010;10010001;3,22;3,22;3,29;3,29;3,27;3,38;4,73;4,71;3,27;4,67;4,64;3,24;4,60;4,58;3,29;4,53;CB;94;C9;94;3C;B4;0;7;0,00;0,00;3,19;1,99;1,24;1,67;2,56;0,64;F8;0;90;0;45;3;12;7;6;0;0;0;-257;-167;-147;-236;-199;92;-230;-178;-206;-229;-242;-257;-174;-229;101;-243;-128;-64;-122;-128;-128;-122;-125;-128;-128;-128;0;0;-128;0;0;-128;0;0;-128;0;A0;6;40;52;208;61;10001;10001;0;0;0;400;400;400;400;400;407;111010;1010000;10011011;110000;111110;11000000;1110000;1110;0,08;0,10;0,37;2,78;2,78;2,83;45221;168;126660;AC;AC;B2;A5;AD;AF
