;Ubs,V;Ibs,A;Isun,A;RKPT,b;Sst0x,b;Sst1x,b;Ipt0,A;Ipt1,A;Ipt2,A;Ipt3,A;Ipt4,A;Ipt5,A;Ipt6,A;Ipt7,A;Ipt10,A;Ipt11,A;Ipt12,A;Ipt13,A;Ipt14,A;Ipt15,A;Ipt16,A;Ipt17,A;Mag0F;Mag10;Mag11;Mag12;Mag13;Mag14;Mag15;Mag16;Isp1,A;Isp2,A;Isp3,A;Isp4,A;Isp5,A;Isp6,A;Isp7,A;Isp8,A;Mag07;Mag08;Mag09;Mag0A;Mag0B;Mag0C;Mag0D;Mag0E;Mag03;Mag04;Mag05;Mag06;TR1,C;TR2,C;TR3,C;TR4,C;TR5,C;TR6,C;TR7,C;TR8,C;TR9,C;TR10,C;TR11,C;TR12,C;TR13,C;TR14,C;TR15,C;TR16,C;TDS1,C;TDS2,C;TDS3,C;TDS4,C;TDS5,C;TDS6,C;TDS7,C;TDS8,C;TDS9,C;TKpt,C;TDS11,C;TDS12,C;TGbv,C;TDS14,C;TDS15,C;TNap,C;TDS17,C;TDS18,C;TPrd2,C;TDS20,C;TDS21,C;TPrd1,C;TDS23,C;TDS24,C;iTMO,s;iTMD,s;U-chCAN;SSoTR,b;STDS12,b;STDS34,b;res0;U-MAG,o;U-KPT1,o;U-KPT2,o;U-InfGBV;U-GBV,o;U-InfNAP;TmUpr,b;RKwit,b;Rmorz,b;IntK_TM;RPrd1,b;RPrm1,b;RPrd2,b;RPrm2,b;FPrd1,V;RPrd1,V;FPrd2,V;RPrd2,V;SPrm1,V;SPrm2,V;VP,d;ShKom,d;Kmnd,d;God,h;Mes,h;Den,h;Chas,h;Min,h;Sec
5:01:18;14,63;0,69;1,07;1000000;1110;0;0,00;0,09;0,09;0,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,17;0,91;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;17;15;0;2;11;17;10;8;40;3;17;17;18;18;16;16;16;16;16;16;18;18;18;25;D5;D4;20;D2;D1;38;CF;CE;19;CC;CB;18;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;740;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,14;2,16;21;230;610;14;5;9;5;1;18
5:02:18;14,56;0,72;0,91;1000000;1110;0;0,00;0,07;0,07;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,13;0,80;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;17;15;0;4;11;17;10;8;40;3;15;19;18;16;16;16;16;16;16;16;18;18;18;25;D5;D4;20;D2;D1;40;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;740;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,46;1,39;21;230;610;14;5;9;5;2;18
5:03:18;14,50;0,72;0,88;1000000;1110;0;0,00;0,07;0,07;0,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,08;0,81;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;17;15;0;4;11;17;12;8;38;3;17;19;18;18;16;16;17;16;16;16;18;18;18;25;D5;D4;21;D2;D1;41;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;740;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,49;1,47;21;230;610;14;5;9;5;3;18
5:04:18;14,50;0,69;0,83;1000000;1110;0;0,00;0,09;0,07;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,04;0,64;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;17;15;0;4;12;18;12;8;38;4;15;20;20;18;17;16;17;16;17;16;18;18;18;25;D5;D4;21;D2;D1;42;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;740;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,66;1,22;21;230;610;14;5;9;5;4;18
5:05:18;14,50;0,67;0,72;1000000;1110;0;0,00;0,07;0,09;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,03;0,71;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;22;19;17;1;4;12;18;12;9;36;4;17;19;18;18;17;17;17;16;17;16;19;18;18;25;D5;D4;21;D2;D1;43;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;740;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,98;1,98;21;230;610;14;5;9;5;5;18
5:06:18;14,56;0,72;1,17;1000000;1110;0;0,00;0,07;0,07;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,03;0,53;0,01;0,28;0,03;0,28;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;20;19;17;1;4;12;18;12;9;36;3;15;20;20;18;17;17;17;16;17;16;19;19;18;25;D5;D4;22;D2;D1;44;CF;CE;19;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,98;2,38;21;230;610;14;5;9;5;6;18
5:07:18;14,50;0,69;0,59;1000000;1110;0;0,00;0,07;0,07;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,01;0,33;0,08;0,03;0,08;0,03;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;22;19;17;1;5;12;18;12;9;35;4;17;20;20;16;17;17;17;17;17;16;19;19;19;25;D5;D4;22;D2;D1;45;CF;CE;20;CC;CB;19;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,94;2,21;21;230;610;14;5;9;5;7;18
5:08:18;14,43;0,75;0,16;1000000;1110;0;0,00;0,07;0,07;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,16;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;22;19;17;1;5;12;18;12;9;35;4;17;20;20;18;17;17;17;17;17;16;19;19;19;25;D5;D4;23;D2;D1;46;CF;CE;20;CC;CB;20;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,31;1,44;21;230;610;14;5;9;5;8;18
5:09:18;14,43;0,72;0,16;1000000;1110;0;0,00;0,07;0,09;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,08;0,09;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;22;19;17;1;5;12;18;12;11;33;4;17;20;18;18;17;17;17;17;17;16;19;19;19;25;D5;D4;23;D2;D1;46;CF;CE;20;CC;CB;20;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;2,05;2,29;21;230;610;14;5;9;5;9;18
5:10:19;14,43;0,69;0,24;1000000;1110;0;0,00;0,07;0,09;0,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,17;0,07;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;22;20;18;3;5;14;18;12;11;33;4;17;20;20;19;17;17;17;17;17;16;19;19;19;25;D5;D4;23;D2;D1;47;CF;CE;20;CC;CB;20;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;2,11;1,12;21;230;610;14;5;9;5;10;19
5:11:19;14,43;0,69;0,69;1000000;1110;0;0,00;0,07;0,07;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,56;0,07;0,01;0,00;0,03;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;22;20;18;3;5;14;18;13;11;33;6;18;20;20;18;17;17;17;17;17;16;20;19;19;25;D5;D4;24;D2;D1;48;CF;CE;20;CC;CB;20;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,52;0,99;21;230;610;14;5;9;5;11;19
5:12:19;14,56;0,72;1,28;1000000;1110;0;0,00;0,07;0,09;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,55;0,07;0,01;0,32;0,01;0,32;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;22;20;18;3;5;14;18;13;11;32;6;17;20;20;19;17;17;17;17;17;16;20;20;19;25;D5;D4;24;D2;D1;49;CF;CE;20;CC;CB;20;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,82;1,06;21;230;610;14;5;9;5;12;19
5:13:19;14,56;0,69;0,96;1000000;1110;0;0,00;0,09;0,07;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,85;0,07;0,01;0,00;0,01;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;24;20;18;3;7;14;20;13;11;32;6;18;22;20;19;17;17;17;17;17;17;20;20;20;25;D5;D4;24;D2;D1;49;CF;CE;21;CC;CB;21;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,22;1,02;21;230;610;14;5;9;5;13;18
5:14:19;;;0,77;;1110;0;0,00;0,07;0,09;0,49;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;A0;;40;;D0;;;;0,00;0,00;0,73;;0,00;0,00;0,00;0,00;;;50;;30;;C0;;;5;6;17;20;;;18;3;7;;;;11;30;;18;;20;;17;17;17;17;17;17;20;20;20;25;D5;D4;25;D2;D1;50;CF;;21;CC;;21;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,18;0,99;21;230;610;14;5;9;5;14;19
5:15:19;14,50;0,69;0,96;1000000;1110;0;0,00;0,07;0,07;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,93;0,04;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;;24;20;18;3;7;14;20;13;;30;;;20;20;;17;17;17;17;17;17;20;;-87;;;D4;25;D2;;51;;CE;-85;;CB;21;;20;;;;111;0;;;;;577;700;460;;0;10010000;0;1000101;11;10010;;;0,00;;0,00;;0,93;1,02;21;230;610;;;9;5;15;
5:16:19;14,50;0,69;0,72;1000000;1110;0;0,00;0,09;0,07;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,73;0,01;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;24;20;20;4;7;14;20;13;12;28;8;18;22;20;21;17;17;17;17;17;17;21;20;20;25;D5;D4;25;D2;D1;51;CF;CE;21;CC;CB;21;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,89;1,18;21;230;610;14;5;9;5;16;19
5:17:19;14,43;0,69;0,72;1000000;1110;0;0,00;0,09;0,09;0,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,72;0,03;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;24;20;20;4;7;15;20;13;12;30;8;20;20;20;19;17;17;17;17;17;17;21;21;20;25;D5;D4;26;D2;D1;52;CF;CE;21;CC;CB;21;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;1,17;0,99;21;230;610;14;5;9;5;17;19
5:18:19;14,56;0,72;1,52;1000000;1110;0;0,00;0,09;0,07;0,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,83;0,07;0,51;0,00;0,01;0,05;0,01;0,05;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;24;20;20;4;7;15;20;13;12;28;8;18;22;20;21;17;17;17;17;17;17;21;21;21;25;D5;D4;26;D2;D1;52;CF;CE;21;CC;CB;22;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,98;1,01;21;230;610;14;5;9;5;18;19
5:19:19;14,56;0,69;1,17;1000000;1110;0;0,00;0,09;0,09;0,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,31;0,01;0,00;0,40;0,01;0,40;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;24;20;20;4;8;14;20;14;12;28;8;20;22;21;19;17;17;17;17;17;17;21;21;21;25;D5;D4;27;D2;D1;53;CF;CE;22;CC;CB;22;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,96;1,01;21;230;610;14;5;9;5;19;19
5:20:19;14,50;0,27;0,13;1000000;110;0;0,00;0,09;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,09;0,00;0,01;0,00;0,01;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;25;22;20;4;8;15;20;14;12;27;8;18;22;21;19;17;17;17;17;17;17;21;21;21;25;D5;D4;27;D2;D1;53;CF;CE;22;CC;CB;22;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,91;0,99;20;231;654;14;5;9;5;20;19
5:21:19;14,56;0,24;0,05;1000000;110;0;0,00;0,04;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,04;0,03;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;25;22;20;6;8;15;20;14;12;27;8;20;22;21;19;17;17;17;17;17;17;22;21;21;25;D5;D4;27;D2;D1;50;CF;CE;22;CC;CB;22;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,91;0,94;20;231;654;14;5;9;5;21;19
5:22:19;14,63;0,24;0,45;1000000;110;0;0,00;0,09;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,05;0,39;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;25;22;20;4;8;15;20;14;12;27;8;20;22;21;19;17;17;17;17;17;17;22;22;21;25;D5;D4;28;D2;D1;49;CF;CE;22;CC;CB;22;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,91;0,99;20;231;654;14;5;9;5;22;19
5:23:19;14,63;0,21;0,35;1000000;110;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,01;0,32;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;25;22;20;6;8;15;20;14;13;27;9;20;22;21;19;17;17;17;17;17;17;22;22;22;25;D5;D4;28;D2;D1;47;CF;CE;22;CC;CB;23;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;0,99;20;231;654;14;5;9;5;23;19
5:24:19;14,69;0,24;0,83;1000000;110;0;0,00;0,07;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,01;0,80;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;25;22;20;6;8;15;20;14;13;27;9;20;22;21;19;17;17;17;17;17;17;22;22;22;25;D5;D4;28;D2;D1;46;CF;CE;23;CC;CB;23;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;0,96;20;231;654;14;5;9;5;24;19
5:25:19;14,69;0,21;0,67;1000000;110;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,68;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;25;22;20;6;8;15;20;14;13;27;9;20;22;21;19;17;17;17;17;17;17;22;22;22;25;D5;D4;28;D2;D1;44;CF;CE;23;CC;CB;23;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;1,06;20;231;654;14;5;9;5;25;19
5:26:19;14,69;0,24;0,99;1000000;110;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;25;22;20;6;8;15;20;14;13;27;8;18;24;21;21;17;17;17;17;17;17;22;22;22;25;D5;D4;28;D2;D1;43;CF;CE;23;CC;CB;23;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,02;0,00;0,00;0,90;0,94;20;231;654;14;5;9;5;26;19
5:27:19;14,69;0,21;0,72;1000000;110;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,73;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;20;25;22;21;6;10;15;21;14;13;27;8;18;24;21;18;17;17;17;17;17;17;22;22;22;25;D5;D4;28;D2;D1;42;CF;CE;23;CC;CB;23;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;0,96;20;231;654;14;5;9;5;27;19
5:28:19;14,76;0,21;0,88;1000000;110;0;0,00;0,07;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,92;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;25;22;20;6;8;15;21;14;13;27;8;18;22;21;19;17;17;18;17;17;17;23;22;22;25;D5;D4;28;D2;D1;41;CF;CE;23;CC;CB;23;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;0,93;20;231;654;14;5;9;5;28;19
5:29:19;14,69;0,21;0,51;1000000;110;0;0,00;0,07;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,53;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;25;23;21;6;8;15;20;14;13;27;8;18;22;21;16;18;18;18;17;17;17;23;23;22;25;D5;D4;28;D2;D1;40;CF;CE;23;CC;CB;23;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;0,94;20;231;654;14;5;9;5;29;19
5:30:19;14,69;0,21;0,53;1000000;110;0;0,00;0,07;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,56;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;27;22;21;6;10;15;20;14;13;27;8;18;24;21;21;18;18;18;17;17;17;23;23;22;25;D5;D4;28;D2;D1;39;CF;CE;24;CC;CB;23;C9;20;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;0,96;20;231;654;14;5;9;5;30;19
5:31:19;14,69;0,24;0,32;1000000;110;0;0,00;0,07;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,07;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;25;22;21;6;8;15;20;14;13;27;8;18;22;21;16;18;18;18;17;17;17;23;23;23;25;D5;D4;28;D2;D1;38;CF;CE;24;CC;CB;24;C9;21;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,02;0,00;0,00;0,88;0,96;20;231;654;14;5;9;5;31;19
5:32:19;14,69;0,21;0,35;1000000;110;0;0,00;0,09;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,37;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;27;23;21;6;8;15;20;14;12;28;8;18;24;21;21;18;18;18;17;18;17;23;23;23;25;D5;D4;28;D2;D1;37;CF;CE;24;CC;CB;24;C9;21;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,02;0,00;0,00;0,90;0,98;20;231;654;14;5;9;5;32;19
5:33:19;14,69;;0,00;1000000;110;0;0,00;;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7;3A;50;9B;30;;;70;0E;5;6;;21;25;23;21;6;10;15;20;14;13;27;8;18;22;21;16;;18;18;18;18;17;;23;23;25;D5;;;D2;D1;36;CF;CE;24;CC;CB;24;C9;21;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,02;0,00;0,00;0,00;0,90;0,94;20;231;654;14;5;9;5;33;19
5:34:19;14,69;0,24;0,00;1000000;110;0;0,00;0,07;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;A0;;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;7;3A;50;;30;3E;C0;70;0E;5;6;17;21;25;22;21;6;10;15;21;14;;28;8;18;22;21;;18;18;18;18;;17;23;23;23;25;D5;D4;28;D2;D1;35;;;24;CC;CB;;;;;;0;;;;EF;;537;577;;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,91;0,96;;231;654;14;5;9;5;34;19
5:35:19;14,76;0,21;0,45;1000000;110;0;0,00;0,07;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,47;0,00;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;27;23;21;6;8;15;20;14;13;27;8;18;22;21;16;18;18;18;18;18;17;23;23;23;25;D5;D4;28;D2;D1;34;CF;CE;24;CC;CB;24;C9;21;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,00;0,00;0,00;0,90;0,94;20;231;654;;5;9;5;35;19
5:36:19;14,69;0,24;0,27;1000000;110;0;0,00;0,07;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,29;0,00;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;27;23;21;6;10;15;21;16;12;28;8;20;22;20;21;18;18;18;18;18;17;23;23;23;25;D5;D4;28;D2;D1;34;CF;CE;24;CC;CB;24;C9;21;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,02;0,02;0,00;0,00;0,88;0,96;20;231;654;14;5;9;5;36;19
5:37:19;14,63;0,21;0,00;1000000;110;0;0,00;0,07;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;A0;86;40;B4;D0;3D;11;11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7;3A;50;9B;30;3E;C0;70;0E;5;6;17;21;27;22;21;6;8;15;20;14;12;22;8;17;20;20;14;18;18;18;18;18;17;23;23;23;25;D5;D4;28;D2;D1;33;CF;CE;24;CC;CB;24;C9;21;60;180;0;111;0;0;EF;625;537;577;700;460;741;0;10010000;0;1000101;11;10010;111;110;0,00;0,02;0,00;0,00;0,94;0,99;20;231;654;14;5;9;5;37;19
